Punkt;Richtung;Grad;SSID; BSS; RSSI; Kanal; Datum
6;O;90;eduroam;"BE:FB:E4:4E:17:84";"-70";"44";"18:27:08"
6;O;90;eduroam;"BE:FB:E4:4E:17:84";"-73";"44";"18:27:12"
6;O;90;HFU Open;"86:8A:20:0F:32:62";"-82";"36";"18:27:05"
6;O;90;HFU Open;"86:8A:20:0F:32:62";"-85";"36";"18:27:08"
6;O;90;HFU Open;"86:8A:20:0F:32:62";"-84";"36";"18:27:12"
6;O;90;;"BA:FB:E4:84:75:A5";"-93";"6";"18:27:08"
6;O;90;;"BA:FB:E4:84:75:A5";"-93";"6";"18:27:12"
6;O;90;HFU Guest;"B4:FB:E4:4D:17:84";"-72";"1";"18:27:05"
6;O;90;HFU Guest;"B4:FB:E4:4D:17:84";"-72";"1";"18:27:08"
6;O;90;HFU Guest;"B4:FB:E4:4D:17:84";"-66";"1";"18:27:12"
6;O;90;eduroam;"7E:83:C2:70:21:C4";"-87";"1";"18:27:08"
6;O;90;eduroam;"7E:83:C2:70:21:C4";"-84";"1";"18:27:12"
6;O;90;eduroam;"82:8A:20:0F:32:C2";"-88";"36";"18:27:12"
6;O;90;HFU Open;"86:8A:20:0F:1C:62";"-87";"36";"18:27:05"
6;O;90;HFU Open;"86:8A:20:0F:1C:62";"-89";"36";"18:27:08"
6;O;90;HFU Open;"86:8A:20:0F:1C:62";"-89";"36";"18:27:12"
6;O;90;eduroam;"82:8A:20:0F:32:CA";"-56";"36";"18:27:05"
6;O;90;eduroam;"82:8A:20:0F:32:CA";"-53";"36";"18:27:08"
6;O;90;eduroam;"82:8A:20:0F:32:CA";"-56";"36";"18:27:12"
6;O;90;HFU Open;"86:8A:20:0F:32:63";"-79";"6";"18:27:05"
6;O;90;HFU Open;"86:8A:20:0F:32:63";"-82";"6";"18:27:08"
6;O;90;HFU Open;"86:8A:20:0F:32:63";"-81";"6";"18:27:12"
6;O;90;eduroam;"82:8A:20:0F:32:C3";"-84";"11";"18:27:05"
6;O;90;eduroam;"82:8A:20:0F:32:C3";"-81";"11";"18:27:08"
6;O;90;eduroam;"82:8A:20:0F:32:C3";"-84";"11";"18:27:12"
6;O;90;eduroam;"82:8A:20:0F:32:CB";"-52";"6";"18:27:05"
6;O;90;eduroam;"82:8A:20:0F:32:CB";"-49";"6";"18:27:08"
6;O;90;eduroam;"82:8A:20:0F:32:CB";"-51";"6";"18:27:12"
6;O;90;NETGEAR24;"B0:7F:B9:84:60:74";"-95";"1";"18:27:05"
6;O;90;NETGEAR24;"B0:7F:B9:84:60:74";"-94";"1";"18:27:08"
6;O;90;NETGEAR24;"B0:7F:B9:84:60:74";"-96";"1";"18:27:12"
6;O;90;HFU Guest;"B4:FB:E4:4D:13:1F";"-87";"1";"18:27:05"
6;O;90;HFU Guest;"B4:FB:E4:4D:13:1F";"-87";"1";"18:27:08"
6;O;90;HFU Guest;"B4:FB:E4:4D:13:1F";"-87";"1";"18:27:12"
6;O;90;HFU Open;"C2:FB:E4:4D:13:20";"-84";"11";"18:27:05"
6;O;90;HFU Open;"C2:FB:E4:4D:13:20";"-84";"11";"18:27:08"
6;O;90;HFU Open;"C2:FB:E4:4D:13:20";"-84";"11";"18:27:12"
6;S;180;;"7A:83:C2:70:21:C3";"-88";"40";"18:28:01"
6;S;180;;"7A:83:C2:70:21:C3";"-88";"40";"18:28:04"
6;S;180;;"7E:8A:20:0F:32:CA";"-52";"36";"18:27:58"
6;S;180;;"7E:8A:20:0F:32:CA";"-51";"36";"18:28:01"
6;S;180;;"7E:8A:20:0F:32:CA";"-51";"36";"18:28:04"
6;S;180;eduroam;"82:8A:20:0F:32:62";"-89";"36";"18:28:01"
6;S;180;eduroam;"82:8A:20:0F:32:62";"-89";"36";"18:28:04"
6;S;180;HFU Open;"C2:FB:E4:4D:14:C8";"-84";"11";"18:27:58"
6;S;180;HFU Open;"C2:FB:E4:4D:14:C8";"-83";"11";"18:28:01"
6;S;180;HFU Open;"C2:FB:E4:4D:14:C8";"-83";"11";"18:28:04"
6;S;180;HFU Guest;"B4:FB:E4:4E:13:20";"-72";"44";"18:27:58"
6;S;180;HFU Guest;"B4:FB:E4:4E:13:20";"-73";"44";"18:28:01"
6;S;180;HFU Guest;"B4:FB:E4:4E:13:20";"-73";"44";"18:28:04"
6;S;180;;"7E:8A:20:0F:32:CB";"-50";"6";"18:28:01"
6;S;180;;"7E:8A:20:0F:32:CB";"-50";"6";"18:28:04"
6;S;180;eduroam;"82:8A:20:0F:1C:62";"-84";"36";"18:28:04"
6;S;180;eduroam;"BE:FB:E4:4D:13:20";"-79";"11";"18:27:58"
6;S;180;eduroam;"BE:FB:E4:4D:13:20";"-78";"11";"18:28:01"
6;S;180;eduroam;"BE:FB:E4:4D:13:20";"-78";"11";"18:28:04"
6;S;180;eduroam;"82:8A:20:0F:32:63";"-86";"6";"18:27:58"
6;S;180;eduroam;"82:8A:20:0F:32:63";"-81";"6";"18:28:01"
6;S;180;eduroam;"82:8A:20:0F:32:63";"-80";"6";"18:28:04"
6;S;180;;"7E:8A:20:0F:32:62";"-87";"36";"18:28:04"
6;S;180;HFU Open;"C2:FB:E4:4D:17:84";"-76";"1";"18:27:58"
6;S;180;HFU Open;"C2:FB:E4:4D:17:84";"-73";"1";"18:28:01"
6;S;180;HFU Open;"C2:FB:E4:4D:17:84";"-74";"1";"18:28:04"
6;S;180;eduroam;"BE:FB:E4:4D:14:C8";"-83";"11";"18:27:58"
6;S;180;eduroam;"BE:FB:E4:4D:14:C8";"-83";"11";"18:28:01"
6;S;180;eduroam;"BE:FB:E4:4D:14:C8";"-83";"11";"18:28:04"
6;S;180;HFU Guest;"78:8A:20:0F:32:C2";"-85";"36";"18:27:58"
6;S;180;HFU Guest;"78:8A:20:0F:32:C2";"-85";"36";"18:28:01"
6;S;180;HFU Guest;"78:8A:20:0F:32:C2";"-85";"36";"18:28:04"
6;S;180;;"7E:8A:20:0F:32:63";"-86";"6";"18:27:58"
6;S;180;;"7E:8A:20:0F:32:63";"-86";"6";"18:28:01"
6;S;180;;"7E:8A:20:0F:32:63";"-81";"6";"18:28:04"
6;S;180;AP_KN_24;"00:27:22:82:29:6E";"-85";"9";"18:27:58"
6;S;180;AP_KN_24;"00:27:22:82:29:6E";"-85";"9";"18:28:01"
6;S;180;AP_KN_24;"00:27:22:82:29:6E";"-85";"9";"18:28:04"
6;S;180;HFU Guest;"74:83:C2:70:21:C3";"-88";"40";"18:27:58"
6;S;180;HFU Guest;"74:83:C2:70:21:C3";"-88";"40";"18:28:01"
6;S;180;HFU Guest;"74:83:C2:70:21:C3";"-88";"40";"18:28:04"
6;S;180;HFU Guest;"78:8A:20:0F:32:CA";"-51";"36";"18:27:58"
6;S;180;HFU Guest;"78:8A:20:0F:32:CA";"-51";"36";"18:28:01"
6;S;180;HFU Guest;"78:8A:20:0F:32:CA";"-52";"36";"18:28:04"
6;S;180;HFU Guest;"78:8A:20:0F:32:C3";"-86";"11";"18:27:58"
6;S;180;HFU Guest;"78:8A:20:0F:32:C3";"-84";"11";"18:28:01"
6;S;180;HFU Guest;"78:8A:20:0F:32:C3";"-84";"11";"18:28:04"
6;S;180;;"7E:8A:20:0F:1C:63";"-79";"1";"18:28:01"
6;S;180;;"7E:8A:20:0F:1C:63";"-79";"1";"18:28:04"
6;S;180;HFU Guest;"B4:FB:E4:4E:17:84";"-71";"44";"18:27:58"
6;S;180;HFU Guest;"B4:FB:E4:4E:17:84";"-71";"44";"18:28:01"
6;S;180;HFU Guest;"B4:FB:E4:4E:17:84";"-71";"44";"18:28:04"
6;S;180;HFU Open;"C2:FB:E4:4D:13:1F";"-90";"1";"18:28:01"
6;S;180;HFU Open;"C2:FB:E4:4D:13:1F";"-90";"1";"18:28:04"
6;S;180;eduroam;"BE:FB:E4:4D:17:84";"-76";"1";"18:27:58"
6;S;180;eduroam;"BE:FB:E4:4D:17:84";"-73";"1";"18:28:01"
6;S;180;eduroam;"BE:FB:E4:4D:17:84";"-73";"1";"18:28:04"
6;S;180;HFU Guest;"74:83:C2:70:21:C4";"-86";"1";"18:27:58"
6;S;180;HFU Guest;"74:83:C2:70:21:C4";"-88";"1";"18:28:01"
6;S;180;HFU Guest;"74:83:C2:70:21:C4";"-88";"1";"18:28:04"
6;S;180;HFU Guest;"78:8A:20:0F:32:CB";"-49";"6";"18:27:58"
6;S;180;HFU Guest;"78:8A:20:0F:32:CB";"-50";"6";"18:28:01"
6;S;180;HFU Guest;"78:8A:20:0F:32:CB";"-50";"6";"18:28:04"
6;S;180;RIS-Labor;"86:83:C2:70:21:C3";"-88";"40";"18:27:58"
6;S;180;RIS-Labor;"86:83:C2:70:21:C3";"-88";"40";"18:28:01"
6;S;180;RIS-Labor;"86:83:C2:70:21:C3";"-88";"40";"18:28:04"
6;S;180;HFU Open;"C2:FB:E4:4E:13:20";"-71";"44";"18:27:58"
6;S;180;HFU Open;"C2:FB:E4:4E:13:20";"-73";"44";"18:28:01"
6;S;180;HFU Open;"C2:FB:E4:4E:13:20";"-73";"44";"18:28:04"
6;S;180;eduroam;"BE:FB:E4:4D:13:1F";"-90";"1";"18:28:01"
6;S;180;eduroam;"BE:FB:E4:4D:13:1F";"-90";"1";"18:28:04"
6;S;180;RIS-Labor;"86:83:C2:70:21:C4";"-87";"1";"18:28:01"
6;S;180;RIS-Labor;"86:83:C2:70:21:C4";"-87";"1";"18:28:04"
6;S;180;HFU Guest;"78:8A:20:0F:1C:62";"-85";"36";"18:27:58"
6;S;180;HFU Guest;"78:8A:20:0F:1C:62";"-85";"36";"18:28:01"
6;S;180;HFU Guest;"78:8A:20:0F:1C:62";"-83";"36";"18:28:04"
6;S;180;HFU Open;"C2:FB:E4:4E:14:C8";"-78";"44";"18:27:58"
6;S;180;HFU Open;"C2:FB:E4:4E:14:C8";"-78";"44";"18:28:01"
6;S;180;HFU Open;"C2:FB:E4:4E:14:C8";"-78";"44";"18:28:04"
6;S;180;HFU Guest;"78:8A:20:0F:32:63";"-86";"6";"18:27:58"
6;S;180;HFU Guest;"78:8A:20:0F:32:63";"-81";"6";"18:28:01"
6;S;180;HFU Guest;"78:8A:20:0F:32:63";"-81";"6";"18:28:04"
6;S;180;eduroam;"BE:FB:E4:4E:13:20";"-71";"44";"18:27:58"
6;S;180;eduroam;"BE:FB:E4:4E:13:20";"-72";"44";"18:28:01"
6;S;180;eduroam;"BE:FB:E4:4E:13:20";"-73";"44";"18:28:04"
6;S;180;HFU Open;"86:8A:20:0F:32:C2";"-86";"36";"18:27:58"
6;S;180;HFU Open;"86:8A:20:0F:32:C2";"-84";"36";"18:28:01"
6;S;180;HFU Open;"86:8A:20:0F:32:C2";"-85";"36";"18:28:04"
6;S;180;HFU Guest;"B4:FB:E4:4D:13:20";"-78";"11";"18:27:58"
6;S;180;HFU Guest;"B4:FB:E4:4D:13:20";"-79";"11";"18:28:01"
6;S;180;HFU Guest;"B4:FB:E4:4D:13:20";"-77";"11";"18:28:04"
6;S;180;HFU Open;"82:83:C2:70:21:C3";"-88";"40";"18:27:58"
6;S;180;HFU Open;"82:83:C2:70:21:C3";"-88";"40";"18:28:01"
6;S;180;HFU Open;"82:83:C2:70:21:C3";"-88";"40";"18:28:04"
6;S;180;eduroam;"BE:FB:E4:80:96:DA";"-91";"1";"18:28:01"
6;S;180;eduroam;"BE:FB:E4:80:96:DA";"-90";"1";"18:28:04"
6;S;180;HFU Open;"86:8A:20:0F:32:C3";"-84";"11";"18:27:58"
6;S;180;HFU Open;"86:8A:20:0F:32:C3";"-84";"11";"18:28:01"
6;S;180;HFU Open;"86:8A:20:0F:32:C3";"-84";"11";"18:28:04"
6;S;180;HFU Open;"C2:FB:E4:4E:17:84";"-72";"44";"18:27:58"
6;S;180;HFU Open;"C2:FB:E4:4E:17:84";"-72";"44";"18:28:01"
6;S;180;HFU Open;"C2:FB:E4:4E:17:84";"-73";"44";"18:28:04"
6;S;180;HFU Open;"86:8A:20:0F:32:CA";"-52";"36";"18:27:58"
6;S;180;HFU Open;"86:8A:20:0F:32:CA";"-51";"36";"18:28:01"
6;S;180;HFU Open;"86:8A:20:0F:32:CA";"-52";"36";"18:28:04"
6;S;180;HFU Open;"86:8A:20:0F:32:CB";"-48";"6";"18:27:58"
6;S;180;HFU Open;"86:8A:20:0F:32:CB";"-50";"6";"18:28:01"
6;S;180;HFU Open;"86:8A:20:0F:32:CB";"-50";"6";"18:28:04"
6;S;180;eduroam;"7E:83:C2:70:21:C3";"-88";"40";"18:27:58"
6;S;180;eduroam;"7E:83:C2:70:21:C3";"-88";"40";"18:28:01"
6;S;180;eduroam;"7E:83:C2:70:21:C3";"-87";"40";"18:28:04"
6;S;180;eduroam;"BE:FB:E4:4E:17:84";"-73";"44";"18:27:58"
6;S;180;eduroam;"BE:FB:E4:4E:17:84";"-72";"44";"18:28:01"
6;S;180;eduroam;"BE:FB:E4:4E:17:84";"-72";"44";"18:28:04"
6;S;180;HFU Open;"86:8A:20:0F:32:62";"-89";"36";"18:27:58"
6;S;180;HFU Open;"86:8A:20:0F:32:62";"-89";"36";"18:28:01"
6;S;180;HFU Open;"86:8A:20:0F:32:62";"-89";"36";"18:28:04"
6;S;180;eduroam;"82:8A:20:0F:32:C2";"-86";"36";"18:27:58"
6;S;180;eduroam;"82:8A:20:0F:32:C2";"-85";"36";"18:28:01"
6;S;180;eduroam;"82:8A:20:0F:32:C2";"-85";"36";"18:28:04"
6;S;180;HFU Guest;"B4:FB:E4:4D:17:84";"-72";"1";"18:28:01"
6;S;180;HFU Guest;"B4:FB:E4:4D:17:84";"-74";"1";"18:28:04"
6;S;180;HFU Open;"86:8A:20:0F:1C:62";"-84";"36";"18:28:04"
6;S;180;eduroam;"82:8A:20:0F:32:CA";"-52";"36";"18:27:58"
6;S;180;eduroam;"82:8A:20:0F:32:CA";"-51";"36";"18:28:01"
6;S;180;eduroam;"82:8A:20:0F:32:CA";"-51";"36";"18:28:04"
6;S;180;HFU Open;"86:8A:20:0F:32:63";"-87";"6";"18:27:58"
6;S;180;HFU Open;"86:8A:20:0F:32:63";"-80";"6";"18:28:01"
6;S;180;HFU Open;"86:8A:20:0F:32:63";"-81";"6";"18:28:04"
6;S;180;HFU Guest;"18:E8:29:ED:30:A7";"-93";"1";"18:28:04"
6;S;180;eduroam;"82:8A:20:0F:32:CB";"-49";"6";"18:27:58"
6;S;180;eduroam;"82:8A:20:0F:32:CB";"-50";"6";"18:28:01"
6;S;180;eduroam;"82:8A:20:0F:32:CB";"-50";"6";"18:28:04"
6;S;180;NETGEAR24;"B0:7F:B9:84:60:74";"-93";"1";"18:27:58"
6;S;180;NETGEAR24;"B0:7F:B9:84:60:74";"-93";"1";"18:28:01"
6;S;180;NETGEAR24;"B0:7F:B9:84:60:74";"-95";"1";"18:28:04"
6;S;180;HFU Guest;"B4:FB:E4:4D:13:1F";"-90";"1";"18:28:01"
6;S;180;HFU Guest;"B4:FB:E4:4D:13:1F";"-90";"1";"18:28:04"
6;S;180;HFU Open;"C2:FB:E4:4D:13:20";"-78";"11";"18:28:01"
6;S;180;HFU Open;"C2:FB:E4:4D:13:20";"-78";"11";"18:28:04"
6;W;270;;"BA:FB:E4:4E:17:84";"-69";"44";"18:28:33"
6;W;270;;"BA:FB:E4:4E:17:84";"-69";"44";"18:28:36"
6;W;270;;"BA:FB:E4:4E:17:84";"-73";"44";"18:28:40"
6;W;270;;"7E:8A:20:0F:32:C3";"-89";"11";"18:28:36"
6;W;270;;"7E:8A:20:0F:32:C3";"-88";"11";"18:28:40"
6;W;270;eduroam;"82:8A:20:0F:32:62";"-88";"36";"18:28:33"
6;W;270;eduroam;"82:8A:20:0F:32:62";"-87";"36";"18:28:36"
6;W;270;eduroam;"82:8A:20:0F:32:62";"-88";"36";"18:28:40"
6;W;270;HFU Open;"C2:FB:E4:4D:14:C8";"-90";"11";"18:28:33"
6;W;270;HFU Open;"C2:FB:E4:4D:14:C8";"-84";"11";"18:28:36"
6;W;270;HFU Open;"C2:FB:E4:4D:14:C8";"-84";"11";"18:28:40"
6;W;270;HFU Guest;"B4:FB:E4:4E:13:20";"-74";"44";"18:28:33"
6;W;270;HFU Guest;"B4:FB:E4:4E:13:20";"-73";"44";"18:28:36"
6;W;270;HFU Guest;"B4:FB:E4:4E:13:20";"-75";"44";"18:28:40"
6;W;270;;"7A:83:C2:70:21:C4";"-90";"1";"18:28:33"
6;W;270;;"7A:83:C2:70:21:C4";"-90";"1";"18:28:36"
6;W;270;;"7A:83:C2:70:21:C4";"-90";"1";"18:28:40"
6;W;270;;"7E:8A:20:0F:32:CB";"-56";"6";"18:28:36"
6;W;270;;"7E:8A:20:0F:32:CB";"-56";"6";"18:28:40"
6;W;270;eduroam;"82:8A:20:0F:1C:62";"-85";"36";"18:28:33"
6;W;270;eduroam;"BE:FB:E4:4D:13:20";"-81";"11";"18:28:33"
6;W;270;eduroam;"BE:FB:E4:4D:13:20";"-75";"11";"18:28:36"
6;W;270;eduroam;"BE:FB:E4:4D:13:20";"-76";"11";"18:28:40"
6;W;270;eduroam;"82:8A:20:0F:32:63";"-78";"6";"18:28:33"
6;W;270;eduroam;"82:8A:20:0F:32:63";"-77";"6";"18:28:36"
6;W;270;eduroam;"82:8A:20:0F:32:63";"-77";"6";"18:28:40"
6;W;270;HFU Guest;"B4:FB:E4:80:96:DA";"-92";"1";"18:28:36"
6;W;270;HFU Guest;"B4:FB:E4:80:96:DA";"-92";"1";"18:28:40"
6;W;270;HFU Open;"C2:FB:E4:4D:17:84";"-70";"1";"18:28:33"
6;W;270;HFU Open;"C2:FB:E4:4D:17:84";"-70";"1";"18:28:36"
6;W;270;HFU Open;"C2:FB:E4:4D:17:84";"-70";"1";"18:28:40"
6;W;270;eduroam;"BE:FB:E4:4D:14:C8";"-89";"11";"18:28:33"
6;W;270;eduroam;"BE:FB:E4:4D:14:C8";"-84";"11";"18:28:36"
6;W;270;eduroam;"BE:FB:E4:4D:14:C8";"-84";"11";"18:28:40"
6;W;270;;"7E:8A:20:0F:1C:62";"-85";"36";"18:28:33"
6;W;270;;"7E:8A:20:0F:32:63";"-76";"6";"18:28:40"
6;W;270;HFU Guest;"74:83:C2:70:21:C3";"-89";"40";"18:28:33"
6;W;270;HFU Guest;"74:83:C2:70:21:C3";"-88";"40";"18:28:40"
6;W;270;HFU Guest;"B4:FB:E4:4E:17:84";"-69";"44";"18:28:33"
6;W;270;HFU Guest;"B4:FB:E4:4E:17:84";"-71";"44";"18:28:36"
6;W;270;HFU Guest;"B4:FB:E4:4E:17:84";"-73";"44";"18:28:40"
6;W;270;HFU Guest;"78:8A:20:0F:32:C3";"-85";"11";"18:28:33"
6;W;270;HFU Guest;"78:8A:20:0F:32:C3";"-88";"11";"18:28:36"
6;W;270;HFU Guest;"78:8A:20:0F:32:C3";"-88";"11";"18:28:40"
6;W;270;;"7E:8A:20:0F:1C:63";"-80";"1";"18:28:33"
6;W;270;HFU Guest;"78:8A:20:0F:32:CA";"-62";"36";"18:28:33"
6;W;270;HFU Guest;"78:8A:20:0F:32:CA";"-60";"36";"18:28:36"
6;W;270;HFU Guest;"78:8A:20:0F:32:CA";"-61";"36";"18:28:40"
6;W;270;HFU Open;"C2:FB:E4:4D:13:1F";"-85";"1";"18:28:33"
6;W;270;HFU Open;"C2:FB:E4:4D:13:1F";"-87";"1";"18:28:36"
6;W;270;HFU Open;"C2:FB:E4:4D:13:1F";"-88";"1";"18:28:40"
6;W;270;eduroam;"BE:FB:E4:4D:17:84";"-70";"1";"18:28:33"
6;W;270;eduroam;"BE:FB:E4:4D:17:84";"-70";"1";"18:28:36"
6;W;270;eduroam;"BE:FB:E4:4D:17:84";"-70";"1";"18:28:40"
6;W;270;;"BA:FB:E4:4D:13:20";"-81";"11";"18:28:33"
6;W;270;;"BA:FB:E4:4D:13:20";"-75";"11";"18:28:36"
6;W;270;;"BA:FB:E4:4D:13:20";"-76";"11";"18:28:40"
6;W;270;HFU Guest;"74:83:C2:70:21:C4";"-87";"1";"18:28:33"
6;W;270;HFU Guest;"78:8A:20:0F:32:CB";"-54";"6";"18:28:33"
6;W;270;HFU Guest;"78:8A:20:0F:32:CB";"-56";"6";"18:28:36"
6;W;270;HFU Guest;"78:8A:20:0F:32:CB";"-56";"6";"18:28:40"
6;W;270;HFU Open;"86:8A:20:0F:34:37";"-94";"1";"18:28:36"
6;W;270;HFU Open;"86:8A:20:0F:34:37";"-93";"1";"18:28:40"
6;W;270;RIS-Labor;"86:83:C2:70:21:C3";"-88";"40";"18:28:33"
6;W;270;RIS-Labor;"86:83:C2:70:21:C3";"-88";"40";"18:28:40"
6;W;270;HFU Open;"C2:FB:E4:4E:13:20";"-74";"44";"18:28:33"
6;W;270;HFU Open;"C2:FB:E4:4E:13:20";"-73";"44";"18:28:36"
6;W;270;HFU Open;"C2:FB:E4:4E:13:20";"-75";"44";"18:28:40"
6;W;270;;"BA:FB:E4:4D:14:C8";"-89";"11";"18:28:33"
6;W;270;;"BA:FB:E4:4D:14:C8";"-84";"11";"18:28:36"
6;W;270;;"BA:FB:E4:4D:14:C8";"-84";"11";"18:28:40"
6;W;270;eduroam;"BE:FB:E4:4D:13:1F";"-85";"1";"18:28:33"
6;W;270;eduroam;"BE:FB:E4:4D:13:1F";"-87";"1";"18:28:36"
6;W;270;eduroam;"BE:FB:E4:4D:13:1F";"-88";"1";"18:28:40"
6;W;270;HFU Guest;"78:8A:20:0F:32:62";"-89";"36";"18:28:33"
6;W;270;HFU Guest;"78:8A:20:0F:32:62";"-87";"36";"18:28:36"
6;W;270;HFU Guest;"78:8A:20:0F:32:62";"-87";"36";"18:28:40"
6;W;270;RIS-Labor;"86:83:C2:70:21:C4";"-86";"1";"18:28:33"
6;W;270;HFU Open;"C2:FB:E4:84:75:A5";"-93";"6";"18:28:36"
6;W;270;HFU Open;"C2:FB:E4:84:75:A5";"-93";"6";"18:28:40"
6;W;270;HFU Open;"C2:FB:E4:80:96:DA";"-92";"1";"18:28:33"
6;W;270;HFU Guest;"78:8A:20:0F:1C:62";"-84";"36";"18:28:33"
6;W;270;HFU Open;"C2:FB:E4:4E:14:C8";"-87";"44";"18:28:33"
6;W;270;HFU Open;"C2:FB:E4:4E:14:C8";"-87";"44";"18:28:36"
6;W;270;HFU Open;"C2:FB:E4:4E:14:C8";"-87";"44";"18:28:40"
6;W;270;HFU Guest;"78:8A:20:0F:32:63";"-78";"6";"18:28:33"
6;W;270;HFU Guest;"78:8A:20:0F:32:63";"-77";"6";"18:28:36"
6;W;270;HFU Guest;"78:8A:20:0F:32:63";"-77";"6";"18:28:40"
6;W;270;;"BA:FB:E4:4D:17:84";"-74";"1";"18:28:33"
6;W;270;eduroam;"BE:FB:E4:4E:13:20";"-74";"44";"18:28:33"
6;W;270;eduroam;"BE:FB:E4:4E:13:20";"-73";"44";"18:28:36"
6;W;270;eduroam;"BE:FB:E4:4E:13:20";"-75";"44";"18:28:40"
6;W;270;HFU Open;"86:8A:20:0F:32:C2";"-85";"36";"18:28:33"
6;W;270;eduroam;"BE:FB:E4:84:75:A5";"-93";"6";"18:28:36"
6;W;270;eduroam;"BE:FB:E4:84:75:A5";"-93";"6";"18:28:40"
6;W;270;eduroam;"82:8A:20:0F:34:37";"-93";"1";"18:28:33"
6;W;270;eduroam;"82:8A:20:0F:34:37";"-93";"1";"18:28:36"
6;W;270;eduroam;"82:8A:20:0F:34:37";"-93";"1";"18:28:40"
6;W;270;HFU Guest;"78:8A:20:0F:1C:63";"-85";"1";"18:28:40"
6;W;270;HFU Guest;"B4:FB:E4:4D:13:20";"-80";"11";"18:28:33"
6;W;270;HFU Guest;"B4:FB:E4:4D:13:20";"-75";"11";"18:28:36"
6;W;270;HFU Guest;"B4:FB:E4:4D:13:20";"-75";"11";"18:28:40"
6;W;270;HFU Open;"82:83:C2:70:21:C3";"-88";"40";"18:28:33"
6;W;270;HFU Open;"82:83:C2:70:21:C3";"-88";"40";"18:28:40"
6;W;270;HFU Open;"C2:FB:E4:4E:17:84";"-69";"44";"18:28:33"
6;W;270;HFU Open;"C2:FB:E4:4E:17:84";"-71";"44";"18:28:36"
6;W;270;HFU Open;"C2:FB:E4:4E:17:84";"-73";"44";"18:28:40"
6;W;270;HFU Open;"86:8A:20:0F:32:C3";"-85";"11";"18:28:33"
6;W;270;HFU Open;"86:8A:20:0F:32:C3";"-89";"11";"18:28:36"
6;W;270;HFU Open;"86:8A:20:0F:32:C3";"-88";"11";"18:28:40"
6;W;270;eduroam;"BE:FB:E4:4E:14:C8";"-78";"44";"18:28:33"
6;W;270;HFU Open;"86:8A:20:0F:32:CA";"-62";"36";"18:28:33"
6;W;270;HFU Open;"86:8A:20:0F:32:CA";"-60";"36";"18:28:36"
6;W;270;HFU Open;"86:8A:20:0F:32:CA";"-61";"36";"18:28:40"
6;W;270;Aula TV.b;"FA:8F:CA:30:4C:C8";"-95";"6";"18:28:40"
6;W;270;;"BA:FB:E4:4D:13:1F";"-91";"1";"18:28:33"
6;W;270;;"BA:FB:E4:4D:13:1F";"-88";"1";"18:28:40"
6;W;270;HFU Guest;"B4:FB:E4:4D:14:C8";"-89";"11";"18:28:33"
6;W;270;HFU Guest;"B4:FB:E4:4D:14:C8";"-84";"11";"18:28:36"
6;W;270;HFU Guest;"B4:FB:E4:4D:14:C8";"-84";"11";"18:28:40"
6;W;270;HFU Open;"86:8A:20:0F:32:CB";"-54";"6";"18:28:33"
6;W;270;HFU Open;"86:8A:20:0F:32:CB";"-56";"6";"18:28:36"
6;W;270;HFU Open;"86:8A:20:0F:32:CB";"-56";"6";"18:28:40"
6;W;270;eduroam;"7E:83:C2:70:21:C3";"-88";"40";"18:28:33"
6;W;270;eduroam;"7E:83:C2:70:21:C3";"-88";"40";"18:28:40"
6;W;270;eduroam;"BE:FB:E4:4E:17:84";"-69";"44";"18:28:33"
6;W;270;eduroam;"BE:FB:E4:4E:17:84";"-71";"44";"18:28:36"
6;W;270;eduroam;"BE:FB:E4:4E:17:84";"-73";"44";"18:28:40"
6;W;270;HFU Open;"86:8A:20:0F:32:62";"-88";"36";"18:28:33"
6;W;270;HFU Open;"86:8A:20:0F:32:62";"-87";"36";"18:28:36"
6;W;270;HFU Open;"86:8A:20:0F:32:62";"-87";"36";"18:28:40"
6;W;270;eduroam;"82:8A:20:0F:32:C2";"-85";"36";"18:28:33"
6;W;270;HFU Guest;"B4:FB:E4:4D:17:84";"-70";"1";"18:28:33"
6;W;270;HFU Guest;"B4:FB:E4:4D:17:84";"-70";"1";"18:28:36"
6;W;270;HFU Guest;"B4:FB:E4:4D:17:84";"-70";"1";"18:28:40"
6;W;270;tKonferenzGoogleHome.k;"FA:8F:CA:50:85:4B";"-98";"4";"18:28:33"
6;W;270;eduroam;"7E:83:C2:70:21:C4";"-90";"1";"18:28:33"
6;W;270;eduroam;"7E:83:C2:70:21:C4";"-90";"1";"18:28:36"
6;W;270;eduroam;"7E:83:C2:70:21:C4";"-90";"1";"18:28:40"
6;W;270;;"BA:FB:E4:84:75:A5";"-92";"6";"18:28:40"
6;W;270;HFU Open;"86:8A:20:0F:1C:62";"-88";"36";"18:28:33"
6;W;270;HFU Open;"86:8A:20:0F:1C:62";"-88";"36";"18:28:36"
6;W;270;HFU Open;"86:8A:20:0F:1C:62";"-88";"36";"18:28:40"
6;W;270;eduroam;"82:8A:20:0F:32:CA";"-59";"36";"18:28:33"
6;W;270;eduroam;"82:8A:20:0F:32:CA";"-62";"36";"18:28:36"
6;W;270;eduroam;"82:8A:20:0F:32:CA";"-59";"36";"18:28:40"
6;W;270;HFU Open;"86:8A:20:0F:32:63";"-78";"6";"18:28:33"
6;W;270;HFU Open;"86:8A:20:0F:32:63";"-77";"6";"18:28:36"
